"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Enunciado";"Descrição";"Órgão";"Unidade Responsável";"Projeto de Investimento";"Data de Início";"Data de Término";"Valor Total";"Execução Física Acumulada";"Meta da Execução Física";"Concluída";
2025;"5118";"1331";"0503";"1809";"Serviços de Saúde Mental em Centros de Atenção Psicossocial e Centros de Convivência ofertados.";"Pretende promover a ampliação da oferta de serviços de saúde mental habilitados pelo Ministério da Saúde e contribuir com o acesso da população aos serviços de atenção especializada em saúde mental, no âmbito da Rede de Atenção Psicossocial, conforme as necessidades de saúde da população, buscando reduzir as desigualdades de raça/etnia, gênero, regionais e sociais.";"36000 - Ministério da Saúde";"Secretaria de Atenção Especializada à Saúde - SAES/MS";"Não";;;;;;"Não";
2025;"5118";"1331";"0503";"1802";"Serviços Residenciais de Saúde Mental ofertados.";"Pretende promover a ampliação da oferta de Serviços Residenciais de Saúde Mental habilitados pelo Ministério da Saúde e contribuir com o acesso da população aos serviços de atenção especializada em saúde mental, no âmbito da Rede de Atenção Psicossocial, conforme as necessidades de saúde da população, buscando reduzir as desigualdades de raça/etnia, gênero, regionais e sociais.";"36000 - Ministério da Saúde";"Secretaria de Atenção Especializada à Saúde - SAES/MS";"Não";;;;;;"Não";
2025;"5118";"1331";"0503";"1815";"Leitos de Saúde Mental em Hospital Geral ofertados.";"Pretende promover a ampliação da oferta de leitos de saúde mental em Hospital Geral habilitados pelo Ministério da Saúde e contribuir com o acesso da população aos serviços de atenção especializada em saúde mental, no âmbito da Rede de Atenção Psicossocial, conforme as necessidades de saúde da população, buscando reduzir as desigualdades de raça/etnia, gênero, regionais e sociais.";"36000 - Ministério da Saúde";"Secretaria de Atenção Especializada à Saúde - SAES/MS";"Não";;;;;;"Não";
2025;"5118";"1331";"0503";"1817";"Programa de Volta para Casa.";"Pretende promover a ampliação do número de pessoas beneficiárias ao Programa de Volta para Casa, permitindo o acompanhamento do processo de desinstitucionalização das pessoas moradoras de hospitais psiquiátricos.";"36000 - Ministério da Saúde";"Secretaria de Atenção Especializada à Saúde - SAES/MS";"Não";;;;;;"Não";
2025;"5118";"1331";"0509";"1834";"Sangue, componente e derivados disponibilizados para os serviços de saúde realizarem procedimentos de média e alta complexidade.";"A entrega visa a disponibilização do sangue e essa oferta é essencial em diversas situações. Seu consumo é diário e contínuo, já que a transfusão de sangue é necessária em diversas situações, tais como anemias crônicas, cirurgias de urgência, acidentes que causam hemorragias, complicações da dengue, febre amarela, tratamento de câncer e outras doenças graves. Na proposta de crescimento da demanda nos serviços de média e alta complexidade no SUS, surge a motivação de ter a disponibilidade de sangue para dar suporte de tratamento aos pacientes. Existe a preocupação que é Mundial, em oferecer aos pacientes uma Segurança no Sangue, em decorrência das doenças transfusionais possíveis de ocorrer por contaminação, por exemplo: AIDS, HCV, HBV, malárias, dentre outras possíveis de ocorrer durante a transfusão. A disponibilização do Sangue está estruturada na Hemorrede Nacional, por meio dos hemocentros, agências transfusionais que estão nos hemocentros e nos hospitais de média e alta complexidade. Para a entrega prevê as ações de: 1) Ampliar o processo de captação de doadores de repetição, fidelização de doadores jovens) e doadores de Sangue Raro, 2) Ampliar o número de profissionais de triagem clínica, 3) promover a Divulgação e a Comunicação aos Doadores, 3) Desenvolver ferramentas para o uso racional do sangue 4) Capacitar os profissionais a estarem atualizados com os Documentos internacionais elaborados pela Organização Mundial de Saúde e Nacionais que norteiam os princípios e as atividades voltadas para a promoção da doação de sangue no mundo e defender conforme esses documentos a doação voluntária e altruísta de sangue no contexto do alcance da suficiência de sangue, e outras abordagens necessárias à doação voluntária de sangue.";"36000 - Ministério da Saúde";"Secretaria de Atenção Especializada à Saúde - SAES/MS";"Não";;;;;;"Não";
2025;"5118";"1331";"0509";"1844";"Serviços de Hematologia e Hemoterapia com melhoria das instalações físicas.";"A entrega visa a melhoria das instalações físicas dos serviços de hematologia e hemoterapia do país, por meio de financiamento do Ministério da Saúde para a realização de construções, ampliações e reformas da infraestrutura física e aquisição de equipamentos e materiais permanentes, para viabilizar a continuidade dos serviços prestados, assim como a melhoria da capacidade instalada para ampliação da produção, na busca pela melhoria da estrutura dos serviços e do alcance da alto suficiência do país na produção de hemocomponentes, e, derivados advindos do plasma excedente de uso transfusional. Inicialmente, o público contemplado serão os hemocentros coordenadores e os hemocentros regionais públicos. Atuamente, os serviços de hemoterapia e hematologia, estão carentes de ações direcionadas a garantir a continuidade da prestação destes serviços, assim como para ampliar a capacidade de coleta, produção e oferta de sangue, componentes e derivados, em tempo oportuno para a realização dos procedimentos de média e alta complexidade na saúde. São ações direcionadas ao adequado gerenciamento de resíduos das atividades hemoterápicas, gestão de equipamentos adequados e de instalações físicas, atualização da estrutura dos serviços, oferta de suporte transfusional em tempo oportuno, com sangue e seus hemocomponentes de qualidade e à segurança transfusional.";"36000 - Ministério da Saúde";"Secretaria de Atenção Especializada à Saúde - SAES/MS";"Sim";01/01/2024;31/12/2027;96.520.000,00;0,00;95,00;"Não";
2025;"5118";"1331";"0509";"2768";"Parque Tecnológico adequado para a produção de plasma de uso industrial nos serviços de hemoterapia.";"A entrega visa a melhoria das instalações físicas do parque tecnológico dos serviços de hemoterapia do país, com o financiamento para construções, ampliações e reformas da infraestrutura física e aquisição de equipamentos e materiais permanentes, para viabilizar a qualificação da rede de serviços com foco na produção do plasma excedente de uso não transfusional, para envio à indústria, de modo a buscar a auto suficiência do país na produção de hemoderivados. Atualmente, os serviços de hemoterapia estão carentes de ações direcionadas à melhoria da infra-estrutura, assim como para ampliar a capacidade de coleta, produção e oferta de plasma. São ações direcionadas ao adequado gerenciamento de resíduos das atividades hemoterápicas, gestão de equipamentos adequados e de instalações físicas e atualização da estrutura tecnológica dos serviços.";"36000 - Ministério da Saúde";"Secretaria de Atenção Especializada à Saúde - SAES/MS";"Sim";01/01/2024;31/12/2027;98.129.475,00;0,00;125,00;"";
2025;"1617";"1305";"0513";"1885";"Terras indígenas fiscalizadas";"Ações e operações de fiscalização em terras indígenas reconhecidas pela Funai, em qualquer estágio do processo demarcatório.";"84000 - Ministério dos Povos Indígenas";"Funai/DPT/CGMT";"Não";;;;;;"";
2025;"1617";"1305";"0513";"1887";"Brigadas indígenas constituídas";"Constituição de brigadas indígenas. As brigadas inseridas nesta entrega são: (i) as Brigadas Indígenas constituídas para combate a incêndio no período de estiagem, remuneradas pelo Ibama, cuja logística para operação depende da Funai, e (ii) os Grupos de Queima Prescrita (GPI) constituídos para a prevenção de incêndios fora do período de estiagem, formados e operacionalizados pela Funai, com apoio do Ibama.";"84000 - Ministério dos Povos Indígenas";"Funai/DPT/CGMT";"Não";;;;;;"";
2025;"1617";"1305";"0513";"1889";"Ocupações de não indígenas indenizadas";"Indenização de benfeitorias instaladas de boa-fé por ocupantes não indígenas cadastrados no processo demarcação da terra indígena.";"84000 - Ministério dos Povos Indígenas";"Funai/DPT/CGAF";"Não";;;;;;"";
2025;"1617";"1305";"0513";"1890";"Eventos de formação no Programa de Proteção Territorial realizados";"Realização de eventos de formação no Programa de Proteção Territorial";"84000 - Ministério dos Povos Indígenas";"Funai/DPT/CGMT";"Não";;;;;;"";
2025;"1617";"1305";"0513";"1891";"Áreas com presença de povos isolados com o uso restringido";"Publicação de portarias de restrição do uso de áreas com presença de povos indígenas isolados.";"84000 - Ministério dos Povos Indígenas";"Funai/DPT/CGIIRC";"Não";;;;;;"";
2025;"1617";"1305";"0513";"1893";"Registros de povos indígenas isolados qualificados";"Esta entrega consiste na realização de um trabalho sistematizado, envolvendo visitas de campo e expedições, para a qualificação das referências de povos indígenas isolados.";"84000 - Ministério dos Povos Indígenas";"Funai/DPT/CGIIRC";"Não";;;;;;"";
2025;"1617";"1305";"0513";"1895";"Planos de proteção de áreas com presença de povos indígenas isolados elaborados";"Os Planos de Proteção são instrumentos orientadores das Frentes de Proteção Etnoambiental de povos indígenas isolados. Cada Plano de Proteção refere-se a um registro específico de povo indígena isolado e visa orientar os trabalhos realizados pela Frente de Proteção Etnoambiental responsável pela proteção desse povo. O Plano de Proteção contempla a situação do processo de regularização fundiária do território, equipe específica e capacitada, plano de monitoramento, plano de fiscalização, plano de contingência, entre outros elementos.";"84000 - Ministério dos Povos Indígenas";"Funai/DPT/CGIIRC";"Não";;;;;;"";
2025;"1617";"1305";"0513";"1896";"Eventos de formação para colaboradores indígenas que atuam na política de proteção a povos indígenas isolados e/ou de recente contato";"A política indigenista para os povos indígenas isolados e de recente contato (PIIRC) possui metodologias de trabalho específicas e de alto grau de complexidade. Considerando a existência de 11 (onze) Frentes de Proteção Etnoambiental (FPE) e a atuação de colaboradores indígenas nos respectivos territórios, são necessárias ações de formação e capacitação desses colaboradores";"84000 - Ministério dos Povos Indígenas";"MPI/SEDATI";"Não";;;;;;"";
2025;"1617";"1305";"0513";"1900";"Programas específicos de promoção e proteção dos direitos dos povos indígenas de recente contato criados";"Criação de programas específicos de promoção e proteção dos direitos dos povos indígenas de recente contato, em articulação com órgãos federais, estaduais e municipais.";"84000 - Ministério dos Povos Indígenas";"Funai/DPT/CGIIRC, em parceria com MEC, MDS, MS, MDHC, etc.";"Não";;;;;;"";
2025;"1617";"1305";"0513";"1903";"Operações de desintrusão em terras indígenas realizadas";"Trata-se de ações que buscam a retirada de invasores não-indígenas de territórios indígenas, independentemente do seu estado no processo de demarcação. Decorrem de necessidades identificadas, ou mesmo em cumprimento a decisões judiciais. A devolução do território à população indígena, titular do usufruto legal sobre aquela área, é acompanhada de ações para consolidar a sua permanência local, dentro dos parâmetros de bem-viver indígena.";"84000 - Ministério dos Povos Indígenas";"MPI/SEDATI em parceria com MJSP, MD e MS";"Não";;;;;;"";
2025;"5125";"1312";"0508";"3320";"Funarte 50 anos - programas federais de fomento para a Política Nacional das Artes";"Apoio a projetos culturais nas áreas de artes visuais, circo, dança, música e teatro e realização de eventos, debates e capacitação de profissionais e coletivos artísticos no Brasil e no exterior, por meio dos Programas Funarte de Apoio a Ações Continuadas, de Acesso às Artes, Rede das Artes, Memória das Artes, Reflexão e Pesquisa e da Escola Nacional de Circo Luiz Olimecha.";"42000 - Ministério da Cultura";"Fundação Nacional de Artes (Funarte)";"Não";;;;;;"Não";
