Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Medida Institucional Normativa";"Enunciado";"Descrição";"Órgão Responsável";"Unidade Responsável";"Resultados Esperados";"Prioritária";"PAC";
2024;111;"2801";"1333";"0371";"08E9";"Resolução CGSIM nº 22/2010 - Dispõe sobre regras a serem seguidas quanto às pesquisas prévias e à regulamentação da classificação de risco da atividade para a concessão do Alvará de Funcionamento Provisório ou Definitivo de empresários e de sociedades empresárias de qualquer porte, atividade econômica ou composição societária, no âmbito da Rede Nacional para a Simplificação do Registro e da Legalização de Empresas e Negócios - REDESIM. ";"Revogar (seguida da publicação de nova resolução) ou alterar a Resolução CGSIM nº 22/2010 visando atualizar as regras quanto a classificação de risco, pesquisa prévia e alvarás conforme novos legislativos vigentes.";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"- Atualizar o normartivo conforme inovações da Lei 13.874/2019, Lei 14.195/2021 e outras normas vigentes. - Revisar a estrutura da Redesim";"Não";"Não";
2024;111;"2801";"1333";"0371";"08EA";"Resolução CGSIM nº 37/2016 - Dispõe sobre a política de indicadores e avaliação periódica do grau implantação da REDESIM nos estados e municípios para elaboração do Mapa REDESIM.";"Revogar (seguida da publicação de nova resolução) ou alterar a Resolução CGSIM nº 37/2016 visando atualizar as disposições sobre os indicadores, a avaliação e implantação de novos dados para acompanhamento da Redesim.";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"'Atualizar o normativo conforme novas exigências de dados necessárias para o desenvolvimento da política pública e novas ferramentas disponíveis para a coleta e avaliação de dados";"Não";"Não";
2024;111;"2801";"1333";"0371";"08EB";"Resolução CGSIM nº 55/2020 - Dispõe sobre o procedimento especial simplificado para a Empresa Simples de Inovação (Inova Simples), instituído pela Lei Complementar nº 167, de 24 de abril de 2019.";"Revogar (seguida da publicação de nova resolução) ou alterar a Resolução CGSIM nº 55/2020 para normatizar questões de registro, alterações, baixa e legalização do Inova Simples inexistentes na resolução atual e omissos na lei.";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"Consolidar todos os procedimentos do Inova Simples na Redesim e dispor sobre questões ainda pendentes e sem definições";"Não";"Não";
2024;111;"2801";"1333";"0371";"08EC";"Resolução CGSIM nº 61/2020 - Dispõe sobre medidas de simplificação e prevê o modelo operacional de registro e legalização de empresários e pessoas jurídicas.";"Normatizar a operacionalização da Coleta única de dados nos estados e na união, visando um processo simples, rápido e online.";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"- Operacionalizar a coleta única de dados para registro e legalização de empresas na união, nos estados e nos municípios. - Consolidar boas praticas internacionais e nacionais, - Simplificar o processo de registro e legalização de empresas.";"Não";"Não";
2024;111;"2801";"1333";"0371";"08F0";"Revisão e padronização das tabelas nomenclaturas de Atos e Eventos utilizados pelas Juntas Comerciais - Em observância ao que dispõe a Instrução Normativa DREI nº 81, de 2020 e a Lei nº 8.934, de 1994 (uniformização e padronização de procedimentos)";"Revisão e padronização de nomenclaturas e tipos de atos e eventos utilizados pelas Juntas Comerciais, em seus sistemas de registro público de empresas e integradores de coleta de dados.";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"- Objetiva permitir que as nomenclaturas dos atos e eventos utilizados pelas 27 juntas comerciais sejam padronizados, facilitando a utilização dos sistemas pelo cidadão, a nível nacional.";"Não";"Não";
2024;111;"2801";"1333";"0390";"06E9";"Adesão ao tratado de Budapeste";"Adesão ao tratado de Budapeste para o depósito internacional de microorganismos para fins de exame de patente.";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A adesão ao Tratado permitirá que o Brasil indique instituições brasileiras para credenciamento na OMPI para receber depósitos de materiais biológicos (patrimônio genético) como parte da suficiência descritiva nos depósitos de patentes no INPI.";"Não";"";
2024;111;"2801";"1333";"0390";"06D1";"Aprovação da lei que institui o Sistema Brasileiro de Comércio de Emissões (SBCE) e regulamentação* (DCARB)";"Medida institucional e normativa que cria o mercado regulado de carbono no Brasil";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A implementação de um mercado de carbono regulado auxiliará no cumprimento dos compromissos climáticos brasileiros, permitirá maior eficiência e produtividade para as empresas brasileiras e melhor preparação para exportar para mercados que vêm criando regras de ajuste na fronteira";"Sim";"Sim";
2024;111;"2801";"1333";"0390";"06D2";"Aprovação do Projeto de Lei do Senado n° 576, de 2021, que disciplina a outorga de autorizações para aproveitamento de potencial energético offshore.";"Medida institucional e normativa que disciplina a exploração e desenvolvimento da geração de energia a partir de fontes de instalação offshore, assim consideradas as localizadas em área do Mar Territorial, da Plataforma Continental, da Zona Econômica Exclusiva (ZEE) ou de outros corpos de água sob domínio da União";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"O estabelecimento de um marco regulatório claro permitirá maior segurança jurídica e previsibilidade para investimentos em usinas eólicas offshore, o que auxiliará na implementação de um parque industrial mais robusto para a fabricação de componentes e peças especializados no próprio país.";"Não";"Sim";
2024;111;"2801";"1333";"0390";"06D6";"Aprovação do Projeto de Lei n° 725, de 2022";"Medida institucional e normativa que disciplina a inserção do hidrogênio como fonte de energia no Brasil, e estabelece parâmetros de incentivo ao uso do hidrogênio sustentável.";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A aprovação de um marco regulatório que aumente a demanda pelo hidrogênio verde permitirá maiores investimentos em um vetor energético que permitirá maiores exportações brasileiras e melhores insumos energéticos para a indústria nacional, que também aumentará seu parque produtivo dedicado às energias renováveis.";"Não";"Sim";
2024;111;"2801";"1333";"0390";"06EB";"Lançamento da Política Nacional de Economia Circular";"Política nacional de economia circular (com recorte de gênero, raça)";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"Uma política nacional de economia circular resultará na transição de uma economia linear, baseada na extração de recursos naturais, produção, uso e descarte, para uma economia circular, onde os materiais são reutilizados, reciclados e reintegrados no sistema produtivo. A transição para uma economia circular requer o desenvolvimento de novas tecnologias, processos e modelos de negócio. Isso impulsiona a inovação e cria oportunidades de emprego em setores relacionados à economia circular, como reciclagem, reparo, remanufatura e design sustentável. Nos próximos quatro anos deverão ser aprovados estatutos regulatórios infralegais e políticas públicas para a promoção da economia circular.";"Não";"Sim";
2024;111;"2801";"1333";"0390";"06ED";"Lançamento da Taxonomia Verde Lançamento da Reforma Tributária Verde";"Taxonomia verde, Reforma tributária";"28000";"Ministério da Fazenda";"A taxonomia verde é um sistema classificatório que tem como objetivo identificar e categorizar atividades econômicas sustentáveis com base em critérios ambientais. O resultado da implementação da taxonomia ajuda a orientar os investimentos para projetos e atividades que contribuam para a mitigação das mudanças climáticas, a adaptação aos impactos ambientais e a transição para uma economia de baixo carbono. Isso resulta em um direcionamento mais eficiente dos recursos financeiros para setores e projetos que promovam a sustentabilidade ambiental. A implementação de uma reforma tributária verde tem como objetivo promover a sustentabilidade ambiental por meio de incentivos fiscais e mecanismos de tributação que estimulem práticas econômicas mais sustentáveis.";"Não";"";
2024;111;"2801";"1333";"0390";"06EE";"Lançamento de plataforma de painel de investimentos em Economia Verde";"Lançamento do painel de investimentos em economia verde";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"O painel será um repositório de informações sobre linhas de incentivo para investidores em negócios de economia verde, bioeconomia e economia circular.";"Não";"";
2024;111;"2801";"1333";"0390";"06D9";"Lançamento e implementação do Plano de Neutralidade de Carbono para a Indústria.";"O Plano de Neutralidade de Carbono para a Indústria apresentará as curvas de emissões de gases de efeito estufa para auxiliar a proposição de metas para o setor industrial na definição da estratégia de implementação da NDC, identificará para a indústria de base as necessidades subsetoriais (aço, cimento, químico etc.) por exemplo: adoção de novas tecnologias e investimentos necessários, estimará o custo para a Descarbonização, e apresentará alternativas para financiamento.";"28000";"'Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A implementação do plano de neutralidade climática permitirá que a indústria nacional se torne ainda mais sustentável e auxiliará no cumprimento das metas climáticas brasileiras.";"Não";"";
2024;111;"2801";"1333";"0390";"084A";"Negociação das regras de ABS internacionais e regionais a partir do interesse nacional determinado pela Lei 13.123 de 20 de maio de 2015. ";"Medida institucional e normativa que disciplina o uso de Patrimonio Genético e de conhecimentos tradicionais a ele associados em PD&I, na produção industrial e no comércio em âmbito internacional, disciplina as regras de Acesso e Repartição de Benefícios (royalties conhecidos na sigla em inglês por ABS) em âmbito. multilateral (na CDB), regional (OTCA, MERCOSUL, BRICS e BIC) e acordos bilaterais com países estratégicos.";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A criação de marcos regulatórios harmonizados em blocos de páises que tenham interesse convergentes ao do Brasil é de suma importância para garantir que o marco regulatório multilateral da CDB e do Protocolo de Nagóia sejam compatíveis com o interesse nacional. Nesse sentido é importante que a SEV atue de forma consistente para garantir a inclusão e o tratamento das regas de ABS sobre utilização de PG e CTA nos grupos de trabalho dos blocos regionais mais estratégicos para esse fim: BRICS, OTCA, MERCOSUL e BIC. A harmonização dessas regras a partir da adoção de conceitos e padrões já consolidados na Lei brasileira trará maior segurança jurídica e competitividade para as empresas brasileiras e estrangeiras que atuam no território nacional.";"Não";"";
