"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Enunciado";"Descrição";"Órgão";
2024;"5126";"1337";"0434";"Fomentar a prática de futebol masculino e feminino em todas as regiões do Brasil";"Fomentar e fortalecer a prática do futebol masculino e feminino em todas as regiões do Brasil, buscando a igualdade de oportunidades e o desenvolvimento da modalidade em âmbito nacional, por meio de parcerias com entidades esportivas, clubes, escolas e comunidades, criando programas de incentivo e investimento para o esporte, possibilitando a formação de atletas e profissionais para o crescimento da práticas dessas modalidades";"51000 - Ministério do Esporte";
2024;"5126";"1337";"0437";"Combater a dopagem no esporte";"Combater a dopagem no esporte por meio ações educacionais que sensibilizam e informam a comunidade esportiva sobre os valores do esporte e a integridade e por meio da fiscalização antidopagem, que consiste na coleta de amostras biológica de atletas selecionados estrategicamente para análises relacionadas ao uso de substâncias ou métodos proibidos";"51000 - Ministério do Esporte";
2024;"5126";"1337";"0447";"Combater o abuso, o racismo e demais formas de preconceito e violência, e manipulação de resultados ou outra forma de corrupção ou violação de direitos, fortalecendo a integridade no ambiente esportivo";"Este objetivo corresponde ao compromisso do MEsp com a agenda da integridade do esporte, que passa pelo combate ao racismo, à violência, a manipulações de resultados nas apostas esportivas, e pela consolidação da cultura da paz. Abarca ações educativas, criação de grupos de trabalho, formalização de acordos de cooperação técnica, organização de seminários, promoção da Semana de Integridade etc.";"51000 - Ministério do Esporte";
2024;"5126";"1337";"0455";"Ampliar e fortalecer programas paradesportivos e políticas de inclusão em atividades físicas desportivas e de lazer da pessoa com deficiência";"O objetivo específico ?Ampliar e fortalecer programas paradesportivos e políticas de inclusão em atividades físicas desportivas e de lazer da pessoa com deficiência' é uma entrega quantitativo que reflete a estruturação do paradesporto nos estados e municípios, por meio da integração entre os parceiros que desempenham papel fundamental na promoção e acesso das pessoas com deficiência ao esporte e a atividade física.";"51000 - Ministério do Esporte";
2024;"5126";"1337";"0459";"Promover o esporte de excelência, desde a especialização até a transição de carreira, para projetar o país como uma potência esportiva mundial";"planejamento, formulação, implementação e avaliação de políticas públicas para desenvolvimento do esporte de excelência nas diferentes esferas governamentais, por meio do Sistema Nacional do Esporte (Sinesp), de forma descentralizada, democrática e participativa. Implantação e acompanhamento de um Plano Nacional que contemple o segmento de excelência esportiva, em todas as suas fases: especialização, aperfeiçoamento, alto rendimento e transição de carreira, por ciclo olímpico, em conjunto com o Comitê Olímpico do Brasil, Comitê Paralímpico do Brasil, Confederação Brasileira de Desportos para Surdos e demais entidades de prática esportiva, por meio de planejamento integrado por modalidade, com pleno entendimento das necessidades e das oportunidades de cada uma no cenário internacional.";"51000 - Ministério do Esporte";
2024;"5126";"1337";"0404";"Viabilizar a entrega de infraestrutura esportiva e paradesportiva";"As entregas de infraestrutura esportiva e paradesportiva são viabilizadas por meio da construção, reforma, modernização, ampliação, implantação e adequação de quadras esportivas, poliesportivas, campos, pistas, ginásios, edificações, praças e outros espaços em que se configure a prática de atividades físicas e esportivas. Possui como finalidade o desenvolvimento da infraestrutura nacional com a oferta de espaços apropriados e acessíveis. A adequação à prática de diferentes modalidades que contemplem as dimensões: educacional, amadora, de lazer e de alto desempenho é prerrogativa destes espaços. O objetivo é alcançado com a celebração e/ou conclusão de instrumentos de repasse, como Contratos de Repasse, Termos de Compromisso e Termos de Execução Descentralizada";"51000 - Ministério do Esporte";
2024;"4006";"1338";"0476";"Promover a institucionalidade, a visibilidade e a capilaridade da Economia Popular e Solidária";"O objetivo trata da promoção e determinação de diretrizes e prioridades da Política Nacional de Economia Popular e Solidária, do planejamento, controle e avaliação dos programas relacionados à Economia Popular e Solidária, da promoção de ações que incentivem o desenvolvimento da economia solidária, do estímulo à criação, manutenção e ampliação de iniciativas de Economia Popular e Solidária no país, tendo em consideração o desenvolvimento local, regional e territorial integrado e sustentável. Ademais, é necessário elaborar dados qualificados para subsidiar os programas relacionados à Economia Popular e Solidária e promover ações de comunicação e divulgação para fortalecer as oportunidades de trabalho e acesso à renda, em todo o território brasileiro, por meio de iniciativas autogestionadas, fundamentadas nos princípios de cooperação e solidariedade.";"40000 - Ministério do Trabalho e Emprego";
2024;"4006";"1338";"0477";"Implementar as iniciativas de Economia Popular e Solidária, valorizando as dinâmicas territoriais";"O objetivo proposto faz parte de um conjunto de ações de proteção pública social voltado para uma parcela significativa da população rural e urbana pobre. Tendo em vista que o enfrentamento da pobreza é considerado um tema complexo e multidimensional, abrangendo questões profundas e estruturais, entende-se que ela só pode ser superada se um conjunto de bens e serviços públicos for ofertado e operacionalizado em benefício desse público. Os Empreendimentos de Economia Popular e Solidária, necessitam de serviços de apoio, principalmente com foco na comercialização de seus produtos e no acesso ao crédito. Portanto, realizar ações de identificação e mapeamento da produção, estudos de mercado e planejamento das redes e cadeias produtivas, assessoramento/capacitação em temas da dinamização econômica dos territórios são estratégias fundamentais. Além disso, há necessidade de investimentos em equipamentos para torná-los competitivos para a inserção sustentável dos produtos no mercado. O objetivo vai incidir exatamente na capacidade de os Empreendimentos de Economia Popular e Solidária gerarem trabalho e renda, fortalecendo a capacidade produtiva como estratégia de superação da pobreza e o desenvolvimento territorial, solidário e sustentável.";"40000 - Ministério do Trabalho e Emprego";
2024;"4006";"1338";"0478";"Promover a educação popular, a qualificação técnica e a formação cidadã em Economia Popular e Solidária";"Por meio deste objetivo espera-se que sejam criados cursos de qualificação profissional para desenvolvimento de competências técnicas, humanas, políticas, sociais e ambientais dos integrantes dos empreendimentos de economia popular e solidária. Tais curso deverão sempre seguir as seguintes diretrizes: a) Ser uma formação humanista, antirracista, feminista e anticapacitista, b) Considerar o bem viver e os saberes dos povos e comunidades tradicionais e indígenas, c) Formação realizada por meio da educação popular e interdisciplinar, da metodologia pedagógica da alternância garantindo o diálogo entre teoria e prática, na relação da autogestão com a comunidade e o território, d) Fortalecer os princípios da Economia Solidária e diretrizes da política nacional, e) Alinhar as competências técnicas, humanas, políticas, sociocultural e ambientais.";"40000 - Ministério do Trabalho e Emprego";
2024;"5120";"1339";"0490";"Fomentar pesquisas prioritárias estratégicas em saúde, desenvolvidas em modelo colaborativo e/ou multicêntrico, com base em uma agenda prioritária nacional, orientando as aplicações de recursos a partir de critérios alinhados às necessidades de equidade, aplicabilidade e de sustentabilidade no Sistema Único de Saúde.";"O fomento a pesquisas prioritárias estratégicas em saúde remete aos esforços de fortalecer e qualificar o sistema de ciência, tecnologia e inovação em saúde, de forma que os recursos sejam utilizados de forma estratégica e alinhada com as necessidades da população, otimizando o impacto das pesquisas no enfrentamento dos principais problemas de saúde pública e do SUS e o aprimoramento de políticas, programas e ações de saúde pública, buscando mitigar ou resolver problemas os problemas de saúde da população e do SUS.";"36000 - Ministério da Saúde";
